brand,j_type,rating_no_clean,rating,review_no_clean,review_num,price_no_clean,price
Swarovski,Eden Open Rhodium Plated Crystal Fashion Ring - Size 18.15 mm  ,,,,,SAR 833.21,833.21
Swarovski,Escape Rhodium Plated Crystal Fashion Ring - Size 18.15 mm  ,,,,,SAR 644.72,644.72
Swarovski,Cute Rhodium Plated Crystal Stacking Ring - Size 18.15 mm  ,,,,,SAR 564.02,564.02
Swarovski,Cube Gold Plated Crystal Band Ring - Size 19 mm  ,,,,,SAR 644.44,644.44
Swarovski,Click Rhodium Plated Crystal Band Ring - Size 17.3 mm  ,,,,,SAR 513.92,513.92
Swarovski,Azore Gold Plated Crystal Fashion Ring - Size 18.15 mm  ,,,,,SAR 737.44,737.44
Swarovski,Rarely Rhodium Plated Crystal Fashion Ring - Size 18.15 mm  ,,,,,SAR 922.40,922.4
Swarovski,Creativity Rose Gold Crystal Band Ring - Size 19 mm  ,,,,,SAR 408.24,408.24
Swarovski,Dot Rhodium Plated Crystal Fashion Ring - Size 17.3 mm  ,,,,,SAR 608.97,608.97
Swarovski,Elinor Gold Plated Crystal Fashion Ring - Size 19 mm  ,,,,,SAR 538.65,538.65
Swarovski,Creativity Rose Gold Crystal Band Ring - Size 18.15 mm  ,,,,,SAR 713.12,713.12
GUESS,Logo Power Bracelet UBB79106-S Silver Steel  ,5.0 out of 5 stars,5,1,1,SAR 282.76,282.76
GUESS,earrings UBE79047 pink steel  ,5.0 out of 5 stars,5,2,2,SAR 169.70,169.7
Swarovski,Women Rhodium Plated Earring - 5198690  ,,,,,SAR 362.35,362.35
GUESS,"Bracelet for Women, USB80905  ",,,,,SAR 285.53,285.53
Swarovski,"Women's Infinity Jewelry Collection, Rhodium Finish, Clear Crystals  ",4.6 out of 5 stars,4.6,282,282,SAR 386.90,386.9
Swarovski,"Women's Shell Jewelry Collection, Gold Tone Finish, Red Crystals, Clear Crystals (Amazon Exclusive)  ",4.6 out of 5 stars,4.6,58,58,SAR 222.85,222.85
Swarovski,"Women's Sunshine Jewelry Collection, Rhodium Finish, Blue Crystals, Clear Crystals  ",4.7 out of 5 stars,4.7,178,178,,
Swarovski,"SWAROVSKI Women's Symbolic Jewelry Collection, Rhodium Finish, Multi-Colored Crystals  ",4.8 out of 5 stars,4.8,14,14,SAR 559.47,559.47
Swarovski,"Women's Vittore Earrings Jewelry Collection, Clear Crystals  ",4.4 out of 5 stars,4.4,109,109,,
Swarovski,"Women's Sunshine Ring, Blue, Rhodium plated  ",4.2 out of 5 stars,4.2,12,12,,
Swarovski,"SWAROVSKI Women's Infinity Jewelry Collections, Rhodium Finish, Rose Gold Finish, Clear Crystals  ",4.5 out of 5 stars,4.5,120,120,,
Swarovski,"Women's Sunshine Ring, Blue, Rhodium plated  ",5.0 out of 5 stars,5,3,3,,
GUESS,Women's Bangle UBB28077  ,,,,,SAR 183.00,183
Swarovski,"Rings for Women Size 52, 5347646  ",,,,,SAR 377.63,377.63
Swarovski,"Women's Rhodium Plated Crystal Pendant Necklace - 5349335, Silver/Brown  ",,,,,SAR 576.52,576.52
Swarovski,"Women's Gold Plated Crystal Tanmaniyas Necklace, 38 cm - 5230657, Gold/Clear  ",,,,,SAR 456.37,456.37
Swarovski,"Women's Rose Gold Plated Metal Crystal Collars Necklace, 38 cm - 5272069, Multi Color  ",,,,,SAR 997.52,997.52
GUESS,Women's Bracelet UBB21305N  ,,,,,,
Swarovski,"Women's Rose Gold Plated Metal Crystal Collars Necklace - 5240786, Rose Gold/Clear  ",,,,,SAR 541.99,541.99
GUESS,Women's Earring UBE12204N  ,,,,,SAR 153.00,153
Swarovski,"Women's Rose Gold Plated Metal Crystal Y Necklace - 5278359, Rose Gold/Clear  ",,,,,SAR 663.48,663.48
Swarovski,"Women's Rose Gold Plated Crystal Chain Necklace, 31.12 cm - 5080040, Silver/Rose Gold  ",,,,,SAR 957.39,957.39
GUESS,Women's Necklace UBN71278N  ,,,,,SAR 238.51,238.51
GUESS,Stainless Steel Earring for Women  ,,,,,SAR 361.05,361.05
GUESS,Women's Bracelet UBB12202N  ,,,,,,
GUESS,Women's Necklace UBN51461N  ,,,,,,
GUESS,Necklace for Women - UBN21549N  ,,,,,SAR 162.00,162
GUESS,Women's Bracelet UBB21306N  ,,,,,,
Swarovski,Symbolic Charm Necklace  ,,,,,SAR 478.39,478.39
Swarovski,Tropical Parrot Pierced Earrings  ,1.0 out of 5 stars,1,1,1,SAR 567.89,567.89
Swarovski,Eternal Flower Pendant Necklace  ,5.0 out of 5 stars,5,2,2,SAR 502.96,502.96
Swarovski,Eternal Flower Ring Set  ,4.6 out of 5 stars,4.6,3,3,SAR 654.07,654.07
Swarovski,"Women's Eternal Flower Jewelry Collection, Yellow Crystals, Clear Crystals  ",4.7 out of 5 stars,4.7,277,277,SAR 498.87,498.87
Swarovski,Remix Collection Wishbone Strand Bracelet  ,5.0 out of 5 stars,5,1,1,SAR 283.05,283.05
Swarovski,Eternal Flower Open Ring  ,5.0 out of 5 stars,5,2,2,SAR 534.90,534.9
Swarovski,"SWAROVSKI Women's Sparkling Dance Rainbow Crystal Jewelry Collection, Gold Tone Finish  ",4.9 out of 5 stars,4.9,18,18,SAR 395.23,395.23
Swarovski,"Women's Attract Soul Heart Ring, White, Rhodium plated  ",4.8 out of 5 stars,4.8,31,31,,
Swarovski,"Women's Solitaire Jewelry Collection, Clear Crystals  ",4.7 out of 5 stars,4.7,119,119,SAR 318.00,318
Swarovski,Sparkling Dance Necklace  ,5.0 out of 5 stars,5,1,1,,
Swarovski,Infinity Mini Pierced Earrings White One Size  ,4.6 out of 5 stars,4.6,3,3,SAR 274.34,274.34
Swarovski,"Women's Soul Heart Bangle Collection, Rhodium Finish, Clear Crystals  ",5.0 out of 5 stars,5,3,3,SAR 429.82,429.82
Swarovski,Lifelong Heart Hoop Pierced Earrings  ,5.0 out of 5 stars,5,1,1,SAR 515.61,515.61
Swarovski,Infinity Pierced Earrings  ,5.0 out of 5 stars,5,2,2,SAR 347.49,347.49
Swarovski,Crystal Vertical Infinity Necklace  ,5.0 out of 5 stars,5,2,2,SAR 394.94,394.94
Swarovski,Lifelong Heart Ring Cz White 8  ,,,,,SAR 429.11,429.11
Swarovski,"Infinity Ring, Clear Swarovski Crystals with Matching Crystal Pavé on a Rhodium Finish Setting with Infinity Detail, Size 7, Part of the Swarovski Infinity Collection  ",5.0 out of 5 stars,5,2,2,SAR 308.86,308.86
Swarovski,Lifelong Heart Y-Necklace  ,3.9 out of 5 stars,3.9,3,3,SAR 481.58,481.58
Swarovski,Infinity Necklace  ,4.5 out of 5 stars,4.5,15,15,SAR 373.47,373.47
GUESS,Women Stainless-Steel Zircon Gemstone Pendant Necklace  ,,,,,SAR 216.59,216.59
GUESS,Women Stainless-Steel Pendant Necklace  ,,,,,SAR 182.62,182.62
GUESS,women stainless-steel Zircon gemstone earrings size 6  ,,,,,SAR 182.62,182.62
Swarovski,"Shoe with Flower Light Multi One Size, One Size, Glass,  ",5.0 out of 5 stars,5,8,8,SAR 564.03,564.03
Swarovski,"Dancing Swan Pendant Necklace, Iconic Swarovski Swan Pendant with Clear Swarovski Crystals on a Rhodium Finish Setting, Part of the Swarovski Dancing Swan Collection  ",5.0 out of 5 stars,5,2,2,SAR 480.41,480.41
GUESS,Bijoux Guess UBN29012 Women's Necklace Rhodium-Plated Steel with Bow Pendant and Two Crystals  ,,,,,SAR 116.54,116.54
GUESS,Earrings GUESS UBE29076 woman  ,,,,,SAR 127.43,127.43
Swarovski,Leslie Rose-Gold Tone Plated Bangle 5448835  ,,,,,,
Swarovski,"Crystal Authentic Fit Star Pierced Tassel Earrings, White, Gold Plated - Women's Stone Studded Cocktail and Casual Fancy Jewelry - Elegant Designer Fashion Accessory Gift for Stylish Ladies  ",,,,,SAR 438.61,438.61
Swarovski,"Crystal Authentic Polar Bestiary Pierced Earrings, Multi Colored, Rhodium Plated - Women's Elegant Hypoallergenic Fashion Jewelry - Cocktail and Everyday Fancy Accessory with Crystals  ",,,,,SAR 309.41,309.41
Swarovski,Remix Moon Bracelet Multi-Colored Mixed Metal Plated Large  ,4.0 out of 5 stars,4,1,1,SAR 347.34,347.34
Swarovski,"Crystal Symbolic Clear Star Necklace, Rhodium-Plated  ",4.6 out of 5 stars,4.6,4,4,SAR 359.66,359.66
Swarovski,"Crystal Authentic Polar Bestiary Pendant Necklace, Bp Lmul, Rhodium Plated - Hypoallergenic Fancy Jewelry and Everyday Fashion Accessory - Nickel Free Day to Evening Jewelry for Women  ",4.6 out of 5 stars,4.6,7,7,SAR 416.96,416.96
GUESS,Ladies Bracelet UBB28125-L  ,,,,,SAR 163.05,163.05
Swarovski,"Crystal Authentic Polar Bestiary Pendant Necklace, Bear Lmul, Rhodium Plated - Hypoallergenic Fancy Jewelry and Everyday Fashion Accessory - Nickel Free Day to Evening Jewelry for Women  ",2.9 out of 5 stars,2.9,2,2,SAR 696.81,696.81
Swarovski,"Crystal North White Long Necklace, Rose Gold-Tone  ",1.0 out of 5 stars,1,1,1,SAR 322.74,322.74
Swarovski,"SWAROVSKI Women's Symbolic Star Jewelry Collection, Clear Crystals  ",4.5 out of 5 stars,4.5,112,112,SAR 386.60,386.6
Swarovski,Symbolic Hoop Rose-Gold Tone Plated Earrings 5500642  ,4.4 out of 5 stars,4.4,79,79,,
Swarovski,Women's Sparkling Dance Clover Bangle Bracelet Jewelry Collection  ,4.5 out of 5 stars,4.5,10,10,SAR 503.38,503.38
Swarovski,Power Collection Bracelet 5511699 Violet  ,4.4 out of 5 stars,4.4,11,11,SAR 234.96,234.96
Swarovski,Symbolic Bracelet with Charms  ,5.0 out of 5 stars,5,13,13,SAR 429.82,429.82
Swarovski,Power Collection Bracelet Jet Hematite One Size  ,4.2 out of 5 stars,4.2,9,9,SAR 282.97,282.97
Swarovski,Women's Leather Look Crystal Power Bracelet Collection  ,4.7 out of 5 stars,4.7,7,7,SAR 282.41,282.41
Swarovski,"Women Stainless Steel Statement Bracelet 5512512 ,Black  ",4.5 out of 5 stars,4.5,314,314,,
Swarovski,Nirvana Gold-Plated Ring 5474370  ,5.0 out of 5 stars,5,2,2,,
Swarovski,"Women's Naughty Rose-gold Finish Chandelier Pierced Earrings, Black Crystal, Medium, Crystal,  ",4.7 out of 5 stars,4.7,42,42,SAR 555.12,555.12
Swarovski,Nirvana Stainless Steel Ring 5410311  ,4.5 out of 5 stars,4.5,3,3,,
Swarovski,Dangle Earring - 5373666  ,,,,,SAR 400.98,400.98
Swarovski,Women's Rhodium Plated Jewelry Set - 5034157  ,,,,,SAR 477.17,477.17
Swarovski,"Crystal Authentic Swan Lake Bangle, White, Rhodium Plated, Small - Fancy Diamond Accessory For Women  ",,,,,SAR 736.36,736.36
Swarovski,Iconic Swan Ring White Rhodium Plated 5250744...  ,,,,,SAR 291.49,291.49
Swarovski,Stainless Steel Drop & Dangle Earrings  ,,,,,SAR 364.22,364.22
Swarovski,Women Stainless Steel Chain - 5086154  ,,,,,SAR 667.83,667.83
Swarovski,"Women's Gold Plated Crystal Statement Necklace, 28.58 cm - 5141535  ",,,,,SAR 715.73,715.73
Swarovski,Evade Rhodium Plated Crystal Fashion Ring - Size S  ,,,,,SAR 685.00,685
Swarovski,Even Rhodium Plated Crystal Fashion Ring - Size S  ,,,,,SAR 445.22,445.22
Swarovski,Dynamic Rose Gold Crystal Stacking Ring - Size L  ,,,,,SAR 351.37,351.37
Swarovski,Women Stainless Steel Multi Chain - 5351571  ,,,,,SAR 357.94,357.94
GUESS,Women's Mixed Wristbands - UBB81315  ,5.0 out of 5 stars,5,1,1,SAR 110.03,110.03
Swarovski,Precisely Rose-Gold Tone Plated Earrings 5496488  ,4.8 out of 5 stars,4.8,8,8,,
Swarovski,"Women's Symbolic Star Jewelry Collection, Clear Crystals  ",4.6 out of 5 stars,4.6,5,5,,
Swarovski,"Crystal Naughty Lariat Necklace, Rose Gold-Tone  ",5.0 out of 5 stars,5,1,1,SAR 407.95,407.95
Swarovski,Authentic Sparkling Dance Elegantly Designed Gold Plated MQS Necklace  ,,,,,SAR 481.13,481.13
Swarovski,Crystal Nice Clear Gold-Tone Plated Feather Necklace  ,5.0 out of 5 stars,5,9,9,SAR 395.12,395.12
Swarovski,Attract Square Pendant Necklace Cz White 1 One Size  ,4.6 out of 5 stars,4.6,3,3,SAR 302.06,302.06
Swarovski,Tarot Magic Cushion Stud Pierced Earrings Crystal One Size  ,5.0 out of 5 stars,5,1,1,SAR 231.28,231.28
Swarovski,Attract Round Stud I Pierced Earrings  ,4.3 out of 5 stars,4.3,5,5,SAR 244.15,244.15
Swarovski,"Swarovski Women's Tennis Bracelet and Earring Collection, Rhodium Finish, Clear Crystals  ",4.4 out of 5 stars,4.4,8,8,SAR 225.70,225.7
Swarovski,Attract Square Stud Pierced Earrings  ,4.9 out of 5 stars,4.9,16,16,SAR 265.72,265.72
Swarovski,"Women's Sparkling Dance Round Jewelry Collection, Rhodium Finish, Blue Crystals, Clear Crystals  ",4.7 out of 5 stars,4.7,16,16,SAR 503.08,503.08
GUESS,Women Jewelery Stainless Steel Core Collection - UFN30807  ,,,,,SAR 194.19,194.19
Swarovski,Rhodium Plated Hoop Earring - 5279779  ,,,,,SAR 470.63,470.63
Swarovski,Cupid Gold Plated Crystal Promise Ring - Size L  ,,,,,SAR 670.58,670.58
Swarovski,Gold Plated Metal Hoop Earring - 5230547  ,,,,,SAR 636.59,636.59
Swarovski,Rose Gold Plated Dangle Earring - 5390820  ,,,,,SAR 503.79,503.79
Swarovski,"Women Rose Gold Plated and Crystals Bangle, 2.215 inch - 5153271  ",,,,,SAR 705.51,705.51
Swarovski,Stainless Steel Drop & Dangle Earrings  ,,,,,SAR 697.92,697.92
Swarovski,Gold Plated Dangle Earring - 5402030  ,,,,,SAR 454.43,454.43
Swarovski,Rose Gold Plated Dangle Earring - 5292793  ,,,,,SAR 522.10,522.1
Swarovski,Women's Ruthenium Plated Lakeside Cuff Bracelet - 5400078  ,,,,,SAR 602.79,602.79
Swarovski,Women Metal and Crystals Cuff Bracelet - 5226098  ,,,,,SAR 613.28,613.28
Swarovski,Women Metal and Crystals Bangle - 5202247  ,,,,,SAR 624.60,624.6
Swarovski,Gold Plated Dangle Earring - 5292833  ,,,,,SAR 427.09,427.09
Swarovski,Gold Plated Hoop Earring - 5377984  ,,,,,SAR 720.66,720.66
Swarovski,Click Rhodium Plated Crystal Band Ring - Size 19 mm  ,,,,,SAR 559.13,559.13
Swarovski,Dangle Earring - 5292812  ,,,,,SAR 498.61,498.61
Swarovski,Creativity Rose Gold Crystal Band Ring - Size 18.15 mm  ,,,,,SAR 559.13,559.13
Swarovski,Fresh Rose Gold Crystal Fashion Ring - Size 17.3 mm  ,,,,,SAR 632.35,632.35
Swarovski,Women Metal and Crystals Bangle - 5182116  ,,,,,SAR 552.68,552.68
Swarovski,Gold Plated Hoop Earring - 5278290  ,,,,,SAR 576.52,576.52
Swarovski,"Women Rose Gold Plated and Crystals Bangle, 3.86 inch - 5166256  ",,,,,SAR 851.42,851.42
Swarovski,"Women Rhodium Plated Metal and Crystals Cuff Bracelet, 2.215 inch - 5113522  ",,,,,"SAR 1,219.98",1219.98
Swarovski,"Angelic Pierced Earrings, White, Rhodium plated  ",,,,,SAR 364.70,364.7
Swarovski,"Necklace For Women, 5448612  ",5.0 out of 5 stars,5,8,8,,
GUESS,"Women's Fish Ball Hook Linear Drop, Gold, One Size  ",3.8 out of 5 stars,3.8,5,5,SAR 80.15,80.15
GUESS,"Women's Hoop Earrings, Silver, One Size  ",3.6 out of 5 stars,3.6,8,8,SAR 75.58,75.58
GUESS,"Women's Hoop Gold Earrings, One Size  ",3.4 out of 5 stars,3.4,18,18,SAR 77.34,77.34
Swarovski,"Necklace For Women, 5465281  ",4.8 out of 5 stars,4.8,9,9,,
GUESS,Ladies Bracelet UBB11410  ,4.0 out of 5 stars,4,1,1,SAR 192.72,192.72
GUESS,Ladies Bracelet UBB11411  ,,,,,SAR 196.22,196.22
Swarovski,"Necklace For Women, 5465686  ",3.0 out of 5 stars,3,1,1,,
GUESS,Persuede Me Women's Bracelet - UBB81317  ,,,,,SAR 408.47,408.47
GUESS,Women's Necklace UBN78066  ,,,,,SAR 85.07,85.07
GUESS,Ladies Necklace UBN51463  ,,,,,SAR 246.45,246.45
Swarovski,Crystal Ocean Hoop Earrings  ,3.7 out of 5 stars,3.7,5,5,SAR 286.94,286.94
GUESS,Tropical Paradise Women's Necklace - UBN61004  ,,,,,SAR 320.12,320.12
Swarovski,Women's Ring - 5409183  ,,,,,SAR 561.83,561.83
Swarovski,"Necklace For Women, 5480512  ",4.7 out of 5 stars,4.7,10,10,,
GUESS,Women Metal Bangle Silver and Black Wild At Heart - UBB71208  ,,,,,SAR 166.56,166.56
GUESS,Women Metal Bangle Pink Gold Blossom - UBB61033-S  ,,,,,SAR 178.82,178.82
GUESS,Women Metal Bracelet Gold Heat Wave - UBB11415  ,,,,,SAR 143.19,143.19
GUESS,Men Stainless Steel Bracelet Brown and Silver - UMB21502-S  ,,,,,SAR 119.60,119.6
Swarovski,"Pave Valentine Bead Light Siam, Sapphire, White Opal Color Stainless Steel Becharmed 14 mm-9.30 mm  ",,,,,SAR 154.72,154.72
Swarovski,pave Stopper Bead Black Color Diamond Stainless Steel Becharmed 15 mm-3.30 mm  ,,,,,SAR 91.23,91.23
Swarovski,"Necklace For Women, 5469120  ",3.8 out of 5 stars,3.8,3,3,,
GUESS,"Women's Shaped Hoop with Stones, Gold, One Size  ",,,,,SAR 71.38,71.38
GUESS,"Women's Front Back Clean Cross Linear, Mixed, One Size  ",5.0 out of 5 stars,5,1,1,SAR 73.56,73.56
GUESS,"Women's Silver Hoop Earrings with Stones, One Size  ",,,,,SAR 132.41,132.41
GUESS,"Women's Front Facing Hoop with Stones, Gold, One Size  ",,,,,SAR 80.94,80.94
GUESS,"Women's Button Earrings with Stones, Gold, One Size  ",,,,,SAR 72.99,72.99
GUESS,"Women's Fabric Tassel Drop Earrings, Gold, One Size  ",,,,,SAR 81.01,81.01
GUESS,"Women's Hoop Earrings with Stones, Gold, One Size  ",5.0 out of 5 stars,5,1,1,SAR 106.45,106.45
GUESS,"Women's Tort Earrings, Gold, One Size  ",,,,,SAR 61.14,61.14
Swarovski,"Olive Bangle, Gold Plating 5460990  ",5.0 out of 5 stars,5,2,2,SAR 300.45,300.45
GUESS,"Women's Post Drop Ear with Stones, Silver, One Size  ",,,,,SAR 73.82,73.82
GUESS,"Women's Pendant Neck with Stones, Silver, One Size  ",,,,,SAR 127.99,127.99
Swarovski,Lucky Goddess Shell Pierced Earrings 5451301  ,5.0 out of 5 stars,5,1,1,SAR 524.65,524.65
GUESS,"Women's Wire Hoop Threaded, Silver, One Size  ",,,,,SAR 57.49,57.49
Swarovski,Lucky Goddess Star Necklace 5461784  ,4.2 out of 5 stars,4.2,15,15,SAR 568.26,568.26
Swarovski,"Luckily Necklace, Gold Plating 5448612  ",,,,,SAR 345.42,345.42
GUESS,"Women's Collar Neck with Stones, Silver, One Size  ",,,,,SAR 97.60,97.6
GUESS,"Women's Post Drop with Stones, Silver, One Size  ",,,,,SAR 67.28,67.28
Swarovski,Crystal Lucky Goddess Stud Earrings  ,5.0 out of 5 stars,5,2,2,,
GUESS,"Women's 6 On Multi Earrings Set, Silver, One Size  ",,,,,SAR 81.58,81.58
GUESS,"Women's Rose Gold Hoop Earrings, One Size  ",,,,,SAR 83.27,83.27
Swarovski,Oz Y-Necklace White One Size  ,,,,,SAR 366.62,366.62
Swarovski,"No Regrets Ice Cream Pendant, Gold Plating, 5465294  ",,,,,SAR 279.14,279.14
Swarovski,"Necklace For Women, 5480482  ",5.0 out of 5 stars,5,4,4,,
GUESS,GOLD-TONE LAYERED LARIAT NECKLACE FOR WOMENS 412224C-21  ,,,,,SAR 95.36,95.36
GUESS,GOLD-TONE SPIKEY PENDANT NECKLACE 275107-1  ,,,,,SAR 91.53,91.53
GUESS,womens logo bangle 253294c-21  ,,,,,SAR 72.73,72.73
Swarovski,"EarringS for Women, 5466720  ",4.8 out of 5 stars,4.8,7,7,,
Swarovski,"Originally Pendant, White, Rhodium Plating  ",,,,,SAR 417.85,417.85
Swarovski,"Olive Necklace, Gold Plating 5460987  ",,,,,SAR 551.43,551.43
Swarovski,Crystal Olive Golden Yellow Crystal Pendant Necklace  ,5.0 out of 5 stars,5,2,2,SAR 239.72,239.72
Swarovski,Remix Collection Ladybug Strand Charm Bracelet  ,5.0 out of 5 stars,5,10,10,SAR 347.84,347.84
Swarovski,Sunshine Pendant Yellow/Rhodium Plating One Size  ,4.5 out of 5 stars,4.5,10,10,SAR 481.61,481.61
Swarovski,Sparkling Dance Trilogy Necklace White One Size  ,5.0 out of 5 stars,5,2,2,SAR 434.11,434.11
Swarovski,5480468 Women's Sunshine Crystal Pendant and Earring Set  ,4.8 out of 5 stars,4.8,11,11,SAR 352.21,352.21
Swarovski,"Lifelong Bow Set, White 5470594  ",5.0 out of 5 stars,5,3,3,SAR 562.90,562.9
Swarovski,Sunshine Necklace White/Rhodium Plating One Size  ,5.0 out of 5 stars,5,2,2,SAR 390.92,390.92
GUESS,"Women's Toggle Bracelet, Blue, One Size  ",4.0 out of 5 stars,4,1,1,SAR 105.93,105.93
Swarovski,"One Y Necklace, Multi-Colored 5439313  ",,,,,SAR 460.02,460.02
Swarovski,Sparkling Dance Trilogy Necklace  ,5.0 out of 5 stars,5,3,3,SAR 502.51,502.51
Swarovski,Crystal Yellow Sunshine Necklace and Earring Set  ,4.4 out of 5 stars,4.4,13,13,SAR 438.39,438.39
Swarovski,Iconic Swan Ring Black Rose gold Plated 5366585  ,3.0 out of 5 stars,3,2,2,SAR 265.57,265.57
Swarovski,Sunshine Pendant  ,4.5 out of 5 stars,4.5,12,12,SAR 408.03,408.03
Swarovski,"Necklace For Women, 5459612  ",5.0 out of 5 stars,5,2,2,,
GUESS,Necklace Women UBN85002  ,,,,,SAR 139.54,139.54
GUESS,Necklace Women UBN85005  ,5.0 out of 5 stars,5,1,1,SAR 139.39,139.39
GUESS,UBB28124-L Women's Bangle  ,,,,,SAR 91.43,91.43
GUESS,Bracelet Femmes UBB85094-L  ,,,,,SAR 116.62,116.62
Swarovski,"Necklace For Women, 5465275  ",5.0 out of 5 stars,5,10,10,,
Swarovski,"Swarovski Women's Angelic Crystal Jewelry Collection, Rhodium Finish  ",4.7 out of 5 stars,4.7,211,211,,
Swarovski,Women's Multi-colored Rose-gold tone plated One Stud Pierced Earrings 5446995  ,4.7 out of 5 stars,4.7,60,60,SAR 234.00,234
Swarovski,No Regrets Gold-Plated Ring 5457494  ,5.0 out of 5 stars,5,2,2,,
Swarovski,"Magnetic Necklace, Multi-Colored 5423173  ",,,,,SAR 697.60,697.6
GUESS,Women's 8 mm Hoop with Round CZ Stud Duo Earrings Set  ,4.5 out of 5 stars,4.5,27,27,SAR 81.91,81.91
GUESS,"Women's Trio Ring Set, Gold, One Size  ",4.3 out of 5 stars,4.3,12,12,SAR 92.46,92.46
GUESS,"Women's Short Necklace with Logo, Silver, One Size  ",4.0 out of 5 stars,4,24,24,SAR 108.11,108.11
GUESS,UBN71207 Women's Necklace Metal Silver/Black  ,,,,,SAR 233.55,233.55
Swarovski,Crystal Louison White Rhodium-Plated Layered Strand Necklace  ,3.0 out of 5 stars,3,1,1,"SAR 1,863.09",1863.09
GUESS,Women Stud Earrings UBE28068  ,5.0 out of 5 stars,5,2,2,SAR 127.43,127.43
GUESS,Women Stud Earrings UBE28063  ,4.1 out of 5 stars,4.1,12,12,SAR 127.43,127.43
GUESS,Women's Necklace UBN28008  ,,,,,SAR 137.14,137.14
GUESS,Women's Necklace UBN28007  ,4.6 out of 5 stars,4.6,3,3,SAR 131.17,131.17
GUESS,Women's Necklace UBN28065  ,,,,,SAR 183.38,183.38
GUESS,Women Chain Necklace UBN28013  ,4.5 out of 5 stars,4.5,21,21,SAR 99.84,99.84
Swarovski,Authentic Iconic Swan Pendant White Crystal Rose Gold Plated  ,,,,,SAR 368.89,368.89
Swarovski,"Ring for Women Size 55, 5448774  ",,,,,SAR 614.98,614.98
Swarovski,"5414993 Lane Bracelet, Black, Rose Gold Plating  ",,,,,SAR 649.94,649.94
Swarovski,"Necklace For Women, 5451992  ",5.0 out of 5 stars,5,6,6,,
Swarovski,Magnetic Hoop Gold-Tone Plated Earrings 5426604  ,5.0 out of 5 stars,5,1,1,,
GUESS,Women's Bracelet UBB71203N  ,,,,,,
GUESS,Women's Bracelet UBB12228N  ,,,,,,
Swarovski,Crystal Duo Evil Eye Rose Gold-Tone Pendant  ,3.6 out of 5 stars,3.6,12,12,SAR 434.15,434.15
Swarovski,Duo Moon Necklace - 5429737  ,4.5 out of 5 stars,4.5,12,12,SAR 373.66,373.66
Swarovski,"Necklace For Women, 5423184  ",4.7 out of 5 stars,4.7,22,22,,
Swarovski,Earrings Swarovski pendant 5410410 women crystal  ,4.7 out of 5 stars,4.7,22,22,SAR 659.00,659
Swarovski,"Necklace For Women, 5412408  ",5.0 out of 5 stars,5,1,1,SAR 322.67,322.67
Swarovski,"Women Stainless Steel Pendant Necklace 5423173, Multicolour  ",4.3 out of 5 stars,4.3,5,5,,
Swarovski,Women’s Rhodium Plated White Crystal Magic Pendant 5428432  ,4.7 out of 5 stars,4.7,231,231,SAR 420.97,420.97
Swarovski,Women Stainless Steel Collar Necklace 5419235  ,4.9 out of 5 stars,4.9,17,17,SAR 790.00,790
Swarovski,Women's White Rhodium plated Louison Pierced Earrings 5409732  ,4.6 out of 5 stars,4.6,68,68,SAR 455.14,455.14
Swarovski,"EarringS for Women, 5419245  ",4.6 out of 5 stars,4.6,43,43,,
Swarovski,"arm Bracelet for Women, 5422684  ",5.0 out of 5 stars,5,6,6,,
Swarovski,"EarringS for Women, 5447058  ",4.8 out of 5 stars,4.8,11,11,,
GUESS,"Women's Hoop Earrings With Inside Ring, Rose Gold, One Size  ",3.9 out of 5 stars,3.9,10,10,SAR 69.05,69.05
GUESS,"Metal Hoops Women's Ig Hoop Earrings, Gold, One Size  ",1.0 out of 5 stars,1,1,1,SAR 97.82,97.82
GUESS,"Metal Hoops Women's Ir Hoop Earrings, Silver, One Size  ",4.7 out of 5 stars,4.7,7,7,SAR 97.90,97.9
Swarovski,Crystal Disk Plated Large Pendant Necklace  ,,,,,SAR 610.73,610.73
Swarovski,"Women's Rhodium Plated Crystal Statement Necklace, 38 cm - 5397240  ",,,,,SAR 695.11,695.11
GUESS,Women Stainless-Steel Zircon Gemstone Wedding-Bands Size 6  ,,,,,SAR 182.62,182.62
GUESS,Necklace Women UBN85003  ,,,,,SAR 165.52,165.52
GUESS,Necklace Women UBN85008  ,,,,,SAR 165.96,165.96
GUESS,Earrings Women UBE85041  ,,,,,SAR 111.42,111.42
GUESS,women's Necklace UBN85004  ,,,,,SAR 165.96,165.96
Swarovski,Lemon Mixed Plated Ring Set 5372611  ,,,,,,
GUESS,Woman No metal type Another way Not a gemstone Necklace UBN85089  ,5.0 out of 5 stars,5,1,1,SAR 280.33,280.33
GUESS,Jewellery Ladies Gold Plated Influencer Earrings UBE85040  ,,,,,SAR 114.83,114.83
Swarovski,Crystal Stone Rhodium-Plated Hoop Earrings  ,5.0 out of 5 stars,5,14,14,SAR 389.61,389.61
Swarovski,"Lisabel Necklace, Small, White, Gold plating 5365641  ",5.0 out of 5 stars,5,3,3,SAR 437.81,437.81
Swarovski,Remix Happy Rose-Gold Tone Plated Bracelet 5423171  ,4.7 out of 5 stars,4.7,3,3,,
Swarovski,"Ring for Women Size 50, 5412071  ",5.0 out of 5 stars,5,3,3,SAR 493.04,493.04
Swarovski,"Ring for Women Size 52, 5402449  ",4.7 out of 5 stars,4.7,4,4,SAR 493.04,493.04
